#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
    3.0000    0.5200    0.4689    1.3753    4.0639    8.0673    3.9871   10.9259    4.3277    0.2880    0.9166    0.0169    0.0000    0.0000
    3.0000    0.5300    0.4690    1.4652    3.9488    8.0671    3.4452   11.2010    4.3290    0.2880    0.9164    0.0169    0.0000    0.0000
    3.0000    0.5400    0.4690    1.5210    3.8223    8.0672    2.8913   11.4820    4.3295    0.2880    0.9169    0.0169    0.0000    0.0000
    3.0000    0.5500    0.4699    1.5523    3.7250    8.0671    2.4789   11.6923    4.3303    0.2880    0.9167    0.0169    0.0000    0.0000
    3.0000    0.5600    0.4690    1.5717    3.6964    8.0671    2.3529   11.7591    4.3301    0.2880    0.9163    0.0169    0.0000    0.0000
    3.0000    0.5800    0.4701    1.5944    3.6724    8.0670    2.2495   11.8185    4.3309    0.2880    0.9159    0.0169    0.0000    0.0000
    3.0000    0.6200    0.4707    1.6134    3.6575    8.0671    2.1999   11.8577    4.3300    0.2880    0.9159    0.0169    0.0000    0.0000
    3.0000    0.6600    0.4707    1.6316    3.6490    8.0670    2.1751   11.8836    4.3303    0.2880    0.9156    0.0169    0.0000    0.0000
    3.0000    0.7000    0.4706    1.6452    3.6445    8.0670    2.1686   11.8998    4.3304    0.2880    0.9159    0.0169    0.0000    0.0000
    3.0000    0.9000    0.4701    1.6993    3.6362    8.0669    2.1907   11.9432    4.3326    0.2880    0.9160    0.0169    0.0000    0.0000
    3.0000    0.4670    0.4649    1.0263    4.3781    8.0632    5.5461   10.1230    4.3626    0.2920    0.8986    0.0400    0.3900    0.0000
    3.0000    0.4680    0.4653    1.0289    4.3616    8.0632    5.4785   10.1573    4.3614    0.2920    0.8991    0.0400    0.3900    0.0000
    3.0000    0.4700    0.4649    1.0342    4.3356    8.0634    5.3714   10.2118    4.3593    0.2920    0.8992    0.0400    0.3900    0.0000
    3.0000    0.4750    0.4659    1.0472    4.2880    8.0641    5.1726   10.3135    4.3546    0.2920    0.8982    0.0400    0.3900    0.0000
    3.0000    0.4800    0.4649    1.0590    4.2508    8.0645    5.0164   10.3939    4.3506    0.2920    0.8976    0.0400    0.3900    0.0000
    3.0000    0.4850    0.4649    1.0743    4.2183    8.0649    4.8753   10.4667    4.3471    0.2920    0.8970    0.0400    0.3900    0.0000
    3.0000    0.4900    0.4649    1.0976    4.1878    8.0653    4.7342   10.5395    4.3441    0.2920    0.8965    0.0400    0.3900    0.0000
    3.0000    0.5000    0.4649    1.1946    4.1162    8.0657    4.3604   10.7308    4.3406    0.2920    0.8960    0.0400    0.3900    0.0000
    3.0000    0.5100    0.4649    1.3292    4.0020    8.0657    3.7773   11.0266    4.3408    0.2920    0.8960    0.0400    0.3900    0.0000
    3.0000    0.5200    0.4649    1.4193    3.8529    8.0656    3.0994   11.3697    4.3416    0.2920    0.8957    0.0400    0.3900    0.0000
    3.0000    0.5300    0.4650    1.4663    3.7175    8.0655    2.5186   11.6642    4.3424    0.2920    0.8956    0.0400    0.3900    0.0000
    3.0000    0.5400    0.4650    1.4902    3.6805    8.0655    2.3548   11.7503    4.3424    0.2920    0.8955    0.0400    0.3900    0.0000
    3.0000    0.5600    0.4650    1.5164    3.6520    8.0656    2.2306   11.8203    4.3427    0.2920    0.8955    0.0400    0.3900    0.0000
    3.0000    0.5800    0.4650    1.5335    3.6401    8.0655    2.1814   11.8525    4.3431    0.2920    0.8956    0.0400    0.3900    0.0000
    3.0000    0.6000    0.4650    1.5454    3.6329    8.0655    2.1555   11.8727    4.3431    0.2920    0.8955    0.0400    0.3900    0.0000
    3.0000    0.7000    0.4651    1.5863    3.6171    8.0654    2.1179   11.9251    4.3436    0.2920    0.8955    0.0400    0.3900    0.0000
    3.0000    0.8000    0.4651    1.6132    3.6141    8.0654    2.1373   11.9443    4.3440    0.2920    0.8956    0.0400    0.3900    0.0000
    3.0000    0.4610    0.4587    0.9821    4.3556    8.0618    5.4949   10.1459    4.3739    0.2890    0.8845    0.0600    0.5800    0.0000
    3.0000    0.4630    0.4587    0.9876    4.3248    8.0620    5.3683   10.2101    4.3716    0.2890    0.8847    0.0600    0.5800    0.0000
    3.0000    0.4650    0.4587    0.9923    4.3011    8.0623    5.2705   10.2599    4.3695    0.2890    0.8844    0.0600    0.5800    0.0000
    3.0000    0.4700    0.4594    1.0070    4.2543    8.0627    5.0733   10.3609    4.3648    0.2890    0.8818    0.0600    0.5800    0.0000
    3.0000    0.4750    0.4587    1.0217    4.2158    8.0632    4.9092   10.4452    4.3612    0.2890    0.8834    0.0600    0.5800    0.0000
    3.0000    0.4800    0.4587    1.0425    4.1810    8.0636    4.7535   10.5253    4.3579    0.2890    0.8831    0.0600    0.5800    0.0000
    3.0000    0.4900    0.4587    1.1405    4.1031    8.0641    4.3528   10.7302    4.3537    0.2890    0.8804    0.0600    0.5800    0.0000
    3.0000    0.5000    0.4587    1.2822    3.9776    8.0641    3.7181   11.0519    4.3540    0.2890    0.8796    0.0600    0.5800    0.0000
    3.0000    0.5100    0.4588    1.3711    3.8135    8.0640    2.9816   11.4244    4.3545    0.2890    0.8797    0.0600    0.5800    0.0000
    3.0000    0.5200    0.4590    1.4150    3.6974    8.0641    2.4813   11.6788    4.3551    0.2890    0.8796    0.0600    0.5800    0.0000
    3.0000    0.5400    0.4583    1.4518    3.6503    8.0641    2.2726   11.7914    4.3554    0.2890    0.8794    0.0600    0.5800    0.0000
    3.0000    0.5600    0.4591    1.4713    3.6337    8.0640    2.2029   11.8340    4.3555    0.2890    0.8794    0.0600    0.5800    0.0000
    3.0000    0.6000    0.4590    1.4960    3.6197    8.0638    2.1516   11.8748    4.3555    0.2890    0.8799    0.0600    0.5800    0.0000
    3.0000    0.7000    0.4592    1.5334    3.6065    8.0638    2.1287   11.9197    4.3558    0.2890    0.8796    0.0600    0.5800    0.0000
    3.0000    0.8000    0.4593    1.5587    3.6042    8.0638    2.1517   11.9371    4.3562    0.2890    0.8793    0.0600    0.5800    0.0000
    3.0000    0.9000    0.4594    1.5797    3.6050    8.0638    2.1856   11.9458    4.3563    0.2890    0.8794    0.0600    0.5800    0.0000
    3.0000    0.4570    0.4549    0.9812    4.3722    8.0609    5.5586   10.1121    4.3814    0.3560    0.9021    0.0400    0.4300    0.0000
    3.0000    0.4590    0.4543    0.9871    4.3501    8.0612    5.4658   10.1595    4.3790    0.3560    0.9010    0.0400    0.4300    0.0000
    3.0000    0.4610    0.4544    0.9933    4.3323    8.0614    5.3905   10.1981    4.3769    0.3560    0.9014    0.0400    0.4300    0.0000
    3.0000    0.4650    0.4565    1.0046    4.3033    8.0620    5.2673   10.2616    4.3727    0.3560    0.9007    0.0400    0.4300    0.0000
    3.0000    0.4700    0.4544    1.0199    4.2739    8.0624    5.1384   10.3283    4.3682    0.3560    0.8998    0.0400    0.4300    0.0000
    3.0000    0.4750    0.4544    1.0432    4.2482    8.0630    5.0174   10.3910    4.3643    0.3560    0.8988    0.0400    0.4300    0.0000
    3.0000    0.4800    0.4543    1.0878    4.2236    8.0632    4.8786   10.4628    4.3613    0.3560    0.8990    0.0400    0.4300    0.0000
    3.0000    0.4900    0.4544    1.3024    4.1434    8.0634    4.3523   10.7304    4.3605    0.3560    0.8986    0.0400    0.4300    0.0000
    3.0000    0.5000    0.4544    1.4951    3.9908    8.0631    3.5579   11.1320    4.3630    0.3560    0.8986    0.0400    0.4300    0.0000
    3.0000    0.5100    0.4545    1.5790    3.8145    8.0630    2.7773   11.5266    4.3642    0.3560    0.8987    0.0400    0.4300    0.0000
    3.0000    0.5200    0.4545    1.6162    3.6941    8.0629    2.2670   11.7860    4.3647    0.3560    0.8987    0.0400    0.4300    0.0000
    3.0000    0.5300    0.4545    1.6338    3.6652    8.0631    2.1420   11.8527    4.3646    0.3560    0.8986    0.0400    0.4300    0.0000
    3.0000    0.5400    0.4546    1.6458    3.6508    8.0631    2.0806   11.8874    4.3647    0.3560    0.8983    0.0400    0.4300    0.0000
    3.0000    0.5500    0.4546    1.6556    3.6419    8.0630    2.0431   11.9101    4.3649    0.3560    0.8988    0.0400    0.4300    0.0000
    3.0000    0.5750    0.4548    1.6730    3.6295    8.0630    1.9955   11.9435    4.3652    0.3560    0.8987    0.0400    0.4300    0.0000
    3.0000    0.7000    0.4553    1.7181    3.6110    8.0629    1.9617   12.0031    4.3656    0.3560    0.8987    0.0400    0.4300    0.0000
    3.0000    0.8000    0.4554    1.7412    3.6094    8.0628    1.9902   12.0180    4.3661    0.3560    0.8988    0.0400    0.4300    0.0000
    3.0000    0.9000    0.4557    1.7585    3.6105    8.0629    2.0288   12.0242    4.3662    0.3560    0.8988    0.0400    0.4300    0.0000
    3.0000    0.4400    0.4344    0.8754    4.3476    8.0570    5.5493   10.1085    4.4162    0.4590    0.8861    0.0600    0.7100    0.0000
    3.0000    0.4450    0.4341    0.8972    4.3205    8.0577    5.4237   10.1738    4.4097    0.4590    0.8856    0.0600    0.7100    0.0000
    3.0000    0.4500    0.4343    0.9380    4.3010    8.0579    5.3101   10.2330    4.4050    0.4590    0.8936    0.0600    0.7100    0.0000
    3.0000    0.4550    0.4343    1.0590    4.2855    8.0590    5.1315   10.3247    4.4008    0.4590    0.8848    0.0600    0.7100    0.0000
    3.0000    0.4600    0.4347    1.3359    4.2540    8.0589    4.7339   10.5258    4.4022    0.4590    0.8851    0.0600    0.7100    0.0000
    3.0000    0.4700    0.4359    1.6438    4.1069    8.0610    3.8464   10.9743    4.4067    0.4590    0.8848    0.0600    0.7100    0.0000
    3.0000    0.4800    0.4365    1.7553    3.9172    8.0638    2.9856   11.4093    4.4100    0.4590    0.8840    0.0600    0.7100    0.0000
    3.0000    0.4900    0.4357    1.8079    3.7007    8.0672    2.0759   11.8686    4.4192    0.4590    0.8931    0.0600    0.7100    0.0000
    3.0000    0.5000    0.4371    1.8263    3.6522    8.0638    1.8724   11.9747    4.4103    0.4590    0.8837    0.0600    0.7100    0.0000
    3.0000    0.5100    0.4357    1.8371    3.6277    8.0610    1.7721   12.0292    4.4094    0.4590    0.8929    0.0600    0.7100    0.0000
    3.0000    0.5200    0.4358    1.8453    3.6190    8.0609    1.7370   12.0509    4.4096    0.4590    0.8930    0.0600    0.7100    0.0000
    3.0000    0.5400    0.4359    1.8557    3.6084    8.0606    1.7008   12.0772    4.4090    0.4590    0.8930    0.0600    0.7100    0.0000
    3.0000    0.5500    0.4359    1.8623    3.6049    8.0593    1.6883   12.0875    4.4087    0.4590    0.8931    0.0600    0.7100    0.0000
    3.0000    0.5750    0.4375    1.8737    3.5991    8.0600    1.6731   12.1047    4.4058    0.4590    0.8824    0.0600    0.7100    0.0000
    3.0000    0.6000    0.4376    1.8804    3.5953    8.0606    1.6697   12.1157    4.4052    0.4590    0.8842    0.0600    0.7100    0.0000
    3.0000    0.6500    0.4379    1.8982    3.5908    8.0582    1.6688   12.1335    4.4057    0.4590    0.8858    0.0600    0.7100    0.0000
    3.0000    0.7000    0.4380    1.9079    3.5898    8.0582    1.6873   12.1404    4.4056    0.4590    0.8856    0.0600    0.7100    0.0000
#   age       Mc        Msh       logL      logT      logTc     logg      logR      logrhoc   Y         Yc        Z         FeH       OFe       
    4.0000    0.4880    0.4857    1.1910    4.4467    8.0689    5.6750   10.0682    4.3199    0.2470    0.9189    0.0006   -1.4800    0.6000
    4.0000    0.4900    0.4868    1.1953    4.4309    8.0690    5.6095   10.1018    4.3183    0.2470    0.9181    0.0006   -1.4800    0.6000
    4.0000    0.4950    0.4868    1.2070    4.3937    8.0696    5.4532   10.1822    4.3136    0.2470    0.9163    0.0006   -1.4800    0.6000
    4.0000    0.5000    0.4852    1.2193    4.3661    8.0702    5.3352   10.2434    4.3095    0.2470    0.9149    0.0006   -1.4800    0.6000
    4.0000    0.5050    0.4853    1.2272    4.3428    8.0705    5.2382   10.2940    4.3061    0.2470    0.9148    0.0006   -1.4800    0.6000
    4.0000    0.5100    0.4852    1.2372    4.3226    8.0710    5.1517   10.3393    4.3029    0.2470    0.9141    0.0006   -1.4800    0.6000
    4.0000    0.5200    0.4852    1.2594    4.2862    8.0716    4.9923   10.4233    4.2970    0.2470    0.9126    0.0006   -1.4800    0.6000
    4.0000    0.5300    0.4852    1.2853    4.2570    8.0722    4.8579   10.4946    4.2924    0.2470    0.9113    0.0006   -1.4800    0.6000
    4.0000    0.5400    0.4852    1.3213    4.2272    8.0727    4.7109   10.5722    4.2891    0.2470    0.9104    0.0006   -1.4800    0.6000
    4.0000    0.5600    0.4852    1.4338    4.1537    8.0729    4.3200   10.7756    4.2865    0.2470    0.9095    0.0006   -1.4800    0.6000
    4.0000    0.5900    0.4852    1.5773    4.0085    8.0728    3.6184   11.1376    4.2881    0.2470    0.9101    0.0006   -1.4800    0.6000
    4.0000    0.6100    0.4871    1.6340    3.9057    8.0727    3.1647   11.3717    4.2887    0.2470    0.9095    0.0006   -1.4800    0.6000
    4.0000    0.6300    0.4876    1.6711    3.8047    8.0727    2.7379   11.5922    4.2895    0.2470    0.9094    0.0006   -1.4800    0.6000
    4.0000    0.6500    0.4873    1.6966    3.7431    8.0725    2.4794   11.7282    4.2901    0.2470    0.9102    0.0006   -1.4800    0.6000
    4.0000    0.7000    0.4877    1.7349    3.7162    8.0724    2.3660   11.8010    4.2907    0.2470    0.9098    0.0006   -1.4800    0.6000
    4.0000    0.7800    0.4877    1.7704    3.7057    8.0724    2.3352   11.8399    4.2914    0.2470    0.9097    0.0006   -1.4800    0.6000
    4.0000    0.9000    0.4873    1.8065    3.7007    8.0723    2.3416   11.8678    4.2923    0.2470    0.9104    0.0006   -1.4800    0.6000
    4.0000    0.4980    0.4958    1.2327    4.4646    8.0709    5.7139   10.0531    4.3028    0.2450    0.9156    0.0001   -2.2600    0.5000
    4.0000    0.5000    0.4971    1.2374    4.4444    8.0711    5.6299   10.0959    4.3008    0.2450    0.9156    0.0001   -2.2600    0.5000
    4.0000    0.5050    0.4970    1.2483    4.4089    8.0717    5.4814   10.1724    4.2963    0.2450    0.9146    0.0001   -2.2600    0.5000
    4.0000    0.5100    0.4957    1.2584    4.3823    8.0722    5.3694   10.2305    4.2925    0.2450    0.9135    0.0001   -2.2600    0.5000
    4.0000    0.5150    0.4956    1.2681    4.3605    8.0725    5.2765   10.2791    4.2890    0.2450    0.9126    0.0001   -2.2600    0.5000
    4.0000    0.5200    0.4957    1.2776    4.3415    8.0730    5.1950   10.3219    4.2858    0.2450    0.9117    0.0001   -2.2600    0.5000
    4.0000    0.5300    0.4957    1.2966    4.3088    8.0737    5.0535   10.3969    4.2803    0.2450    0.9101    0.0001   -2.2600    0.5000
    4.0000    0.5400    0.4957    1.3147    4.2826    8.0742    4.9388   10.4582    4.2758    0.2450    0.9101    0.0001   -2.2600    0.5000
    4.0000    0.5600    0.4957    1.3587    4.2338    8.0750    4.7156   10.5778    4.2685    0.2450    0.9084    0.0001   -2.2600    0.5000
    4.0000    0.5800    0.4957    1.4116    4.1880    8.0757    4.4947   10.6958    4.2637    0.2450    0.9064    0.0001   -2.2600    0.5000
    4.0000    0.6000    0.4957    1.4688    4.1407    8.0761    4.2631   10.8190    4.2610    0.2450    0.9050    0.0001   -2.2600    0.5000
    4.0000    0.6400    0.4957    1.5703    4.0407    8.0761    3.7895   11.0698    4.2600    0.2450    0.9053    0.0001   -2.2600    0.5000
    4.0000    0.7200    0.4957    1.6909    3.8589    8.0759    2.9932   11.4935    4.2615    0.2450    0.9056    0.0001   -2.2600    0.5000
    4.0000    0.7800    0.4957    1.7423    3.7608    8.0757    2.5839   11.7155    4.2628    0.2450    0.9068    0.0001   -2.2600    0.5000
    4.0000    0.9000    0.4957    1.8080    3.7268    8.0755    2.4441   11.8166    4.2645    0.2450    0.9080    0.0001   -2.2600    0.5000
    4.0000    0.4780    0.4759    1.1402    4.4230    8.0667    5.6223   10.0900    4.3381    0.2570    0.9156    0.0060   -0.4700    0.2300
    4.0000    0.4800    0.4771    1.1425    4.3996    8.0663    5.5282   10.1380    4.3360    0.2570    0.9281    0.0060   -0.4700    0.2300
    4.0000    0.4850    0.4757    1.1546    4.3579    8.0669    5.3536   10.2275    4.3313    0.2570    0.9270    0.0060   -0.4700    0.2300
    4.0000    0.4900    0.4757    1.1680    4.3259    8.0679    5.2166   10.2983    4.3272    0.2570    0.9138    0.0060   -0.4700    0.2300
    4.0000    0.4950    0.4757    1.1789    4.2992    8.0684    5.1033   10.3571    4.3235    0.2570    0.9126    0.0060   -0.4700    0.2300
    4.0000    0.5000    0.4757    1.1905    4.2755    8.0688    5.0016   10.4101    4.3203    0.2570    0.9116    0.0060   -0.4700    0.2300
    4.0000    0.5100    0.4757    1.2179    4.2354    8.0695    4.8225   10.5040    4.3150    0.2570    0.9103    0.0060   -0.4700    0.2300
    4.0000    0.5200    0.4757    1.2730    4.1919    8.0699    4.6014   10.6187    4.3112    0.2570    0.9095    0.0060   -0.4700    0.2300
    4.0000    0.5300    0.4757    1.3713    4.1282    8.0699    4.2568   10.7952    4.3105    0.2570    0.9089    0.0060   -0.4700    0.2300
    4.0000    0.5400    0.4757    1.4618    4.0502    8.0699    3.8621   10.9966    4.3114    0.2570    0.9095    0.0060   -0.4700    0.2300
    4.0000    0.5600    0.4757    1.5736    3.8558    8.0697    2.9887   11.4412    4.3130    0.2570    0.9101    0.0060   -0.4700    0.2300
    4.0000    0.6000    0.4757    1.6466    3.6948    8.0696    2.3018   11.7996    4.3141    0.2570    0.9095    0.0060   -0.4700    0.2300
    4.0000    0.6600    0.4758    1.6837    3.6725    8.0695    2.2166   11.8629    4.3146    0.2570    0.9099    0.0060   -0.4700    0.2300
    4.0000    0.7000    0.4757    1.6994    3.6665    8.0695    2.2024   11.8828    4.3151    0.2570    0.9101    0.0060   -0.4700    0.2300
    4.0000    0.7800    0.4763    1.7230    3.6611    8.0694    2.2043   11.9054    4.3154    0.2570    0.9102    0.0060   -0.4700    0.2300
    4.0000    0.9000    0.4766    1.7491    3.6587    8.0693    2.2307   11.9233    4.3158    0.2570    0.9101    0.0060   -0.4700    0.2300
    4.0000    0.4710    0.4690    1.0927    4.4105    8.0648    5.6131   10.0914    4.3530    0.2880    0.9094    0.0169    0.0000    0.0000
    4.0000    0.4730    0.4700    1.0980    4.3822    8.0650    5.4962   10.1508    4.3507    0.2880    0.9095    0.0169    0.0000    0.0000
    4.0000    0.4750    0.4694    1.1034    4.3608    8.0653    5.4071   10.1962    4.3487    0.2880    0.9086    0.0169    0.0000    0.0000
    4.0000    0.4800    0.4690    1.1140    4.3199    8.0659    5.2378   10.2832    4.3441    0.2880    0.9081    0.0169    0.0000    0.0000
